FishID,pop,sex,habitat_temp,pair,state,subgroup,latitude,accl_order,length,mass,Date,accl_temp,CTmax,phenotype
G3P4O6,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,12 to 28,69,6.3,7/2/19,28,41.55,CTmax
G2O3G5,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,12 to 28,62,6.5,7/3/19,28,41.38,CTmax
R1O2G6,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,12 to 28,61,5.4,7/3/19,28,41.55,CTmax
G2R4O6,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,12 to 28,63,5.7,7/3/19,28,40.9,CTmax
G3O5P6,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,12 to 28,74,11.2,7/3/19,28,41.6,CTmax
P1P4P6,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,12 to 28,70,6.9,7/3/19,28,41.08,CTmax
G1R4R6,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,12 to 28,72,11.3,7/3/19,28,40.76,CTmax
P1G2R4,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,12 to 28,51,2.4,7/3/19,28,41.6,CTmax
R2G3G5,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,12 to 28,81,13.2,7/3/19,28,41.7,CTmax
R2O4G6,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,12 to 28,71,7.6,7/3/19,28,41.92,CTmax
P1G2P5,DIME,F,16.92318,PENME-DIME,ME,N,44.165011,12 to 28,64,5.3,7/3/19,28,41.69,CTmax
O1P4O6,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,12 to 28,62,6.2,7/3/19,28,41.27,CTmax
O2O4O6,PENME,M,21.35523,PENME-DIME,ME,N,44.4663861,12 to 28,79,9.6,7/3/19,28,40.95,CTmax
G4G5O6,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,12 to 28,80,14.7,7/3/19,28,40.83,CTmax
G3G5O6,EHMA,M,19.31422,RVMA-EHMA,MA,N,41.82633,12 to 28,79,14.7,7/3/19,28,42.59,CTmax
R3P4R6,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,12 to 28,75,7.9,7/3/19,28,40.83,CTmax
R2G4O6,DIME,F,16.92318,PENME-DIME,ME,N,44.165011,12 to 28,79,8,7/3/19,28,41.73,CTmax
P2R4P5,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,12 to 28,67,6.6,7/3/19,28,41.31,CTmax
O1P2R6,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,12 to 28,67,5.9,7/3/19,28,41.2,CTmax
R3G4R6,PENME,M,21.35523,PENME-DIME,ME,N,44.4663861,12 to 28,79,8,7/3/19,28,40.83,CTmax
R4O5G6,OCME,F,18.06903,OCME-PEAME,ME,N,44.421147,12 to 28,72,9.5,7/3/19,28,41.32,CTmax
G1R4G5,RVMA,F,23.49572,RVMA-EHMA,MA,N,41.674169,12 to 28,68,8.2,7/3/19,28,41.8,CTmax
P1G4R5,RVMA,F,23.49572,RVMA-EHMA,MA,N,41.674169,12 to 28,78,11.2,7/3/19,28,41.43,CTmax
P2R3P6,RVMA,F,23.49572,RVMA-EHMA,MA,N,41.674169,12 to 28,66,7.6,7/3/19,28,41.18,CTmax
G2R3R6,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,12 to 28,77,11.8,7/3/19,28,41.51,CTmax
O2G4G6,EHMA,M,19.31422,RVMA-EHMA,MA,N,41.82633,12 to 28,59,5.3,7/3/19,28,41.4,CTmax
P2G4G6,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,12 to 28,73,7.9,7/3/19,28,41.36,CTmax
P3G4O6,PEAME,F,15.63283,OCME-PEAME,ME,N,44.29059,12 to 28,71,9.6,7/3/19,28,41.45,CTmax
R1R2O5,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,12 to 28,60,5.2,7/3/19,28,41.4,CTmax
P2R4O5,EHMA,M,19.31422,RVMA-EHMA,MA,N,41.82633,12 to 28,59,5.2,7/3/19,28,41.84,CTmax
R1G3P6,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,72,7.6,7/8/19,12,36.09,CTmax
P3O5G6,PEAME,F,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,68,7.7,7/8/19,12,35.8,CTmax
R1P2G5,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,81,12.2,7/8/19,12,36.21,CTmax
O1G2G3,PENME,M,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,70,8,7/8/19,12,34.47,CTmax
P3G5R6,OCME,F,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,75,9.8,7/8/19,12,34.96,CTmax
G3G5G6,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,71,7,7/8/19,12,36.78,CTmax
O1R2G3,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,57,6.5,7/8/19,12,36.55,CTmax
G1O2P6,PEAME,F,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,72,7.4,7/8/19,12,36.33,CTmax
G1O4O5,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,78,11.8,7/8/19,12,35.39,CTmax
G3G4O5,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,65,6.3,7/8/19,12,34.85,CTmax
P1G3O5,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,66,5.5,7/8/19,12,36.12,CTmax
O2O5R6,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,64,6,7/8/19,12,36.21,CTmax
G1G2R4,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,68,6.2,7/8/19,12,36.28,CTmax
G1P2O3,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,68,7,7/8/19,12,36.49,CTmax
P1O3G4,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,73,8.9,7/8/19,12,35.86,CTmax
O2O3G4,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,70,6.3,7/8/19,12,36.59,CTmax
G2P3P4,PEAME,F,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,75,8.1,7/8/19,12,37.46,CTmax
O2R3O6,EHMA,M,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,76,10.3,7/8/19,12,36.25,CTmax
G2O4P5,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,69,6.4,7/8/19,12,36.55,CTmax
R4R5G6,RVMA,F,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,82,14.4,7/8/19,12,37.07,CTmax
R2G5O6,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,81,10,7/8/19,12,35.5,CTmax
G1O4P5,OCME,F,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,80,10.7,7/8/19,12,35.3,CTmax
G1O3G6,PENME,M,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,70,7.4,7/8/19,12,36.07,CTmax
R1G4R6,RVMA,F,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,81,11.8,7/8/19,12,36.86,CTmax
R2O5G6,DIME,F,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,94,15,7/8/19,12,36.78,CTmax
R3P4G5,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,78,11.1,7/8/19,12,34.79,CTmax
G2R3G6,RVMA,F,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,65,7.1,7/8/19,12,35.89,CTmax
P4G5G6,EHMA,M,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,82,13.3,7/8/19,12,37.5,CTmax
O2R3G6,DIME,F,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,80,11.1,7/8/19,12,35.19,CTmax
G1O3R4,DIME,F,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,83,11.8,7/9/19,12,37.1,CTmax
P1R2G3,OCME,F,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,69,7,7/9/19,12,35.68,CTmax
O2R5P6,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,55,3.6,7/9/19,12,33.75,CTmax
O1O5G6,DIME,F,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,61,5,7/9/19,12,35.75,CTmax
O2P4G5,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,75,10.5,7/9/19,12,36.19,CTmax
R3G5P6,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,86,15.5,7/9/19,12,37.2,CTmax
G3O5G6,PENME,M,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,68,7,7/9/19,12,33.57,CTmax
R1P2O4,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,79,15.9,7/9/19,12,34.46,CTmax
O2R5O6,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,63,4.8,7/9/19,12,36.8,CTmax
G1G3G6,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,79,8.7,7/9/19,12,35.22,CTmax
G2O3O6,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,71,6.6,7/9/19,12,36.46,CTmax
O1G5R6,EHMA,M,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,75,9.5,7/9/19,12,36.83,CTmax
G1G2G4,RVMA,F,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,76,11.6,7/9/19,12,35.42,CTmax
G1G2P3,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,67,7.6,7/9/19,12,35.04,CTmax
O1R5P6,PEAME,F,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,71,8.5,7/9/19,12,34.79,CTmax
O1P2G5,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,59,4.9,7/9/19,12,36.13,CTmax
O1R2O5,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,74,9.8,7/9/19,12,35.84,CTmax
P2G4G5,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,70,8.1,7/9/19,12,36.57,CTmax
P1P2R4,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,68,8.2,7/9/19,12,36.97,CTmax
G1O2G5,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,66,6.2,7/9/19,12,35.76,CTmax
P1O4G5,PEAME,F,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,72,8.9,7/9/19,12,36.21,CTmax
P1P2G5,EHMA,M,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,71,8.2,7/9/19,12,36.1,CTmax
P2O4R6,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,73,9.1,7/9/19,12,35.27,CTmax
G2G3R6,OCME,F,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,59,4.5,7/9/19,12,36.11,CTmax
G3P4G5,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,79,10.9,7/9/19,12,36.86,CTmax
R1R3P5,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,59,4.1,7/9/19,12,36.21,CTmax
P2R3G6,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,77,9.5,7/9/19,12,36.21,CTmax
G2G3G4,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,72,8.9,7/9/19,12,36.64,CTmax
R1O5O6,EHMA,M,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,60,4.8,7/9/19,12,36.05,CTmax
G2P3R5,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,66,6.3,7/9/19,12,36.3,CTmax
P4G5R6,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,65,5.6,7/9/19,12,35.43,CTmax
R1P5O6,PEAME,F,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,71,7.9,7/10/19,12,36.21,CTmax
G2R5G6,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,75,8.9,7/10/19,12,35.27,CTmax
R1O2P3,RVMA,F,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,67,7.8,7/10/19,12,36.1,CTmax
O1G4P6,PEAME,F,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,74,8,7/10/19,12,34.46,CTmax
R2G3P4,PENME,M,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,74,7.5,7/10/19,12,35.78,CTmax
G2P5P6,RVMA,F,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,70,8.3,7/10/19,12,35.64,CTmax
P1P3O6,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,65,6.4,7/10/19,12,35.84,CTmax
O2G3P5,PEAME,F,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,72,9.5,7/10/19,12,35.65,CTmax
G1R3O5,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,80,13.6,7/10/19,12,36.2,CTmax
G1O2P3,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,58,4.1,7/10/19,12,34.92,CTmax
R1P2R6,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,64,5.4,7/10/19,12,35.84,CTmax
R1G4R5,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,49,2.2,7/10/19,12,33.14,CTmax
R2O3P4,OCME,F,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,67,8.1,7/10/19,12,35.45,CTmax
G1G3P5,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,67,6.9,7/10/19,12,35.07,CTmax
O3P4G6,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,68,6.8,7/10/19,12,36,CTmax
O2R3G5,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,66,6,7/10/19,12,35.35,CTmax
R2P3G5,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,74,9.9,7/10/19,12,36.89,CTmax
R2P4R6,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,63,5.8,7/10/19,12,35.19,CTmax
O4O5O6,RVMA,F,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,77,8.7,7/10/19,12,36.93,CTmax
P2G3G4,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,64,5.9,7/10/19,12,35.11,CTmax
G1O4R6,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,75,10,7/10/19,12,35.31,CTmax
G3O4R5,PENME,M,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,80,10.5,7/10/19,12,35.76,CTmax
P3G5O6,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,80,10.5,7/10/19,12,36,CTmax
R3R5O6,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,80,10.5,7/10/19,12,34.04,CTmax
G1G3O6,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,74,9.8,7/10/19,12,36.2,CTmax
G3R4O5,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,81,10.6,7/10/19,12,35.67,CTmax
O1O3O6,PENME,M,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,75,10.7,7/10/19,12,36.35,CTmax
G1G2R6,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,71,9,7/11/19,12,35.56,CTmax
P2R5O6,PEAME,F,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,75,8.8,7/11/19,12,34.26,CTmax
G1P3O6,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,71,7.7,7/11/19,12,35.01,CTmax
P2P3G4,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,63,5.7,7/11/19,12,36.47,CTmax
O1R2P6,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,81,12.6,7/11/19,12,35.84,CTmax
O3G5G6,DIME,F,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,68,6.6,7/11/19,12,34.6,CTmax
G2R3P6,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,65,6.6,7/11/19,12,35.32,CTmax
O1G2G6,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,61,5.7,7/11/19,12,35.27,CTmax
O3G5P6,EHMA,M,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,71,8.4,7/11/19,12,36.22,CTmax
G1R3R4,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,75,8.3,7/11/19,12,36.07,CTmax
P2O3O4,OCME,F,18.06903,OCME-PEAME,ME,N,44.421147,12 to 28,82,11.6,7/11/19,28,41.7,CTmax
O2G3O4,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,12 to 28,70,8.1,7/11/19,28,41.78,CTmax
R1R3R6,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,12 to 28,58,5.5,7/11/19,28,41.48,CTmax
P2R4G6,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,12 to 28,69,7,7/11/19,28,41.37,CTmax
G1O3G5,PENME,M,21.35523,PENME-DIME,ME,N,44.4663861,12 to 28,70,7.8,7/11/19,28,41.46,CTmax
O1P3G5,PENME,M,21.35523,PENME-DIME,ME,N,44.4663861,12 to 28,57,3.8,7/11/19,28,41.85,CTmax
G2O3G6,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,12 to 28,68,6.3,7/11/19,28,41.31,CTmax
G1G2P5,RVMA,F,23.49572,RVMA-EHMA,MA,N,41.674169,12 to 28,70,9.1,7/11/19,28,41.81,CTmax
R2R3R4,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,12 to 28,60,5,7/11/19,28,41.55,CTmax
G2O3P6,PENME,M,21.35523,PENME-DIME,ME,N,44.4663861,12 to 28,67,6.4,7/11/19,28,41.19,CTmax
G1G3R6,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,12 to 28,68,7.9,7/11/19,28,42.08,CTmax
G1O2P5,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,12 to 28,64,5.9,7/11/19,28,41.48,CTmax
R2R3O6,EHMA,M,19.31422,RVMA-EHMA,MA,N,41.82633,12 to 28,62,5.3,7/11/19,28,41.42,CTmax
R2G5G6,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,12 to 28,72,7.6,7/11/19,28,41.26,CTmax
G1R2P4,PEAME,F,15.63283,OCME-PEAME,ME,N,44.29059,12 to 28,67,6.8,7/11/19,28,41.78,CTmax
O1O3R5,RVMA,F,23.49572,RVMA-EHMA,MA,N,41.674169,12 to 28,86,11.9,7/11/19,28,41.79,CTmax
O1O2G5,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,12 to 28,79,11.8,7/11/19,28,41.33,CTmax
O1G2O5,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,12 to 28,64,10.1,7/11/19,28,41.77,CTmax
O1O4R5,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,12 to 28,64,5.1,7/11/19,28,41.54,CTmax
G1R3O4,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,12 to 28,71,12.4,7/11/19,28,41.94,CTmax
G2G5P6,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,65,5.8,7/12/19,12,36.11,CTmax
P1P2G6,PEAME,F,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,79,11.8,7/12/19,12,34.75,CTmax
R1P4O6,EHMA,M,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,69,8.4,7/12/19,12,36,CTmax
R1R2R3,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,74,9.5,7/12/19,12,36.52,CTmax
G1O3R5,PENME,M,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,63,6,7/12/19,12,36.06,CTmax
G4G5P6,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,81,12.2,7/12/19,12,36.9,CTmax
O2P3G5,EHMA,M,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,73,8.6,7/12/19,12,36,CTmax
P1R2R3,RVMA,F,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,74,9.9,7/12/19,12,37.17,CTmax
G1G2R5,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,83,15.9,7/12/19,12,36.87,CTmax
P2O4G6,EHMA,M,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,60,5.1,7/12/19,12,35.36,CTmax
G1R2R5,OCME,F,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,75,10.5,7/12/19,12,35.74,CTmax
G2G5G6,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,71,9.4,7/12/19,12,36.3,CTmax
R1R4O5,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,69,7.6,7/12/19,12,36.75,CTmax
G1R3G4,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,66,6.1,7/12/19,12,36.74,CTmax
R1O3R6,DIME,F,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,82,11.9,7/12/19,12,35.5,CTmax
P1P4G5,EHMA,M,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,70,7.3,7/12/19,12,37.01,CTmax
O1G4G6,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,64,5.8,7/12/19,12,36.38,CTmax
O1G3G5,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,65,7.7,7/12/19,12,35.17,CTmax