FishID,pop,sex,habitat_temp,pair,state,subgroup,latitude,accl_order,wam_date12,wam_length12,wam_mass12,tenth_perc_MO2_mg_hr12,tenth_perc_MO2_mg_hr_kg12,wam_date28,wam_length28,wam_mass28,tenth_perc_MO2_mg_hr28,tenth_perc_MO2_mg_hr_kg28,ctmax_length12,ctmax_mass12,ctmax_date12,ctmax12,ctmax_length28,ctmax_mass28,ctmax_date28,ctmax28,cam_date,cam_length,cam_mass,heart_mass,Glucose_MR_pmol_s12,FA_MR_pmol_s12,LKA_MR_pmol_s12,Endogenous_MR_pmol_s12,Glucose_MR_pmol_s28,FA_MR_pmol_s28,LKA_MR_pmol_s28,Endogenous_MR_pmol_s28
P2R3P6,RVMA,F,23.49572,RVMA-EHMA,MA,N,41.674169,12 to 28,4/27/19,67,7.1,2.767483818,0.000389786,6/14/19,66,7.6,5.362093436,0.000705539,67,7.1,5/3/19,34.01,66,7.6,7/3/19,41.18,7/29/19,68,9,0.009,NA,NA,NA,NA,33.82213231,17.99513378,9.685546477,14.15270417
P2G4G6,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,12 to 28,4/27/19,72,7.7,2.031410876,0.00026382,6/14/19,73,7.9,6.023466301,0.000762464,72,7.7,5/3/19,34.45,73,7.9,7/3/19,41.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O1P2R6,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,12 to 28,4/27/19,67,6.4,2.361418825,0.000368972,6/14/19,67,5.9,5.833944087,0.000988804,67,6.4,5/3/19,34.23,67,5.9,7/3/19,41.2,7/29/19,69,6.6,0.011,NA,NA,NA,NA,26.18351189,20.61506974,15.72147694,16.59373547
O1O2G5,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,12 to 28,4/27/19,77,9.3,2.323917165,0.000249884,6/27/19,79,11.8,2.359215043,199.9334782,77,9.3,5/3/19,33.23,79,11.8,7/11/19,41.33,7/30/19,83,13.8,0.016,NA,NA,NA,NA,47.0277367,31.89777722,25.55966686,16.27356236
P1O2P6,OCME,F,18.06903,OCME-PEAME,ME,N,44.421147,12 to 28,4/27/19,59,5.5,2.245190281,0.000408216,NA,NA,NA,NA,NA,59,5.5,5/3/19,34.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R4O5G6,OCME,F,18.06903,OCME-PEAME,ME,N,44.421147,12 to 28,4/27/19,75,10,2.964302834,0.00029643,NA,NA,NA,NA,NA,75,10,5/3/19,34.14,72,9.5,7/3/19,41.32,7/29/19,75,10.8,0.013,NA,NA,NA,NA,49.68993914,NA,24.53364749,27.83524125
G2R3R6,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,12 to 28,4/27/19,74,9.7,2.397954135,0.000247212,6/13/19,77,11.8,8.802563823,0.00074598,74,9.7,5/3/19,34.99,77,11.8,7/3/19,41.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G3O5P6,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,12 to 28,4/27/19,76,11.6,3.819017121,0.000329226,6/13/19,74,11.2,5.571465145,0.000497452,76,11.6,5/3/19,34.54,74,11.2,7/3/19,41.6,7/26/19,75,11.7,0.016,NA,NA,NA,NA,47.08913154,33.89726725,24.85972904,15.26426195
P1G3P4,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,12 to 28,4/27/19,71,9.1,3.238299752,0.000355857,NA,NA,NA,NA,NA,71,9.1,5/3/19,32.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G1O3G5,PENME,M,21.35523,PENME-DIME,ME,N,44.4663861,12 to 28,4/27/19,70,6.8,2.114109348,0.000310898,6/27/19,70,7.8,2.095240839,268.6206204,70,6.8,5/3/19,34.14,70,7.8,7/11/19,41.46,7/30/19,72,9.4,0.013,NA,NA,NA,NA,41.38410276,24.91708859,24.25918185,14.77856948
R2G3G5,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,12 to 28,4/27/19,81,12.4,3.056843046,0.00024652,NA,NA,NA,NA,NA,81,12.4,5/3/19,34.14,81,13.2,7/3/19,41.7,7/29/19,84,15.1,0.012,NA,NA,NA,NA,32.13563492,36.98772495,26.06867894,21.33277502
P1O3P4,EHMA,M,19.31422,RVMA-EHMA,MA,N,41.82633,12 to 28,4/27/19,75,13.1,3.992385363,0.000304762,6/13/19,79,12.8,8.57290413,0.000669758,75,13.1,5/3/19,35.83,79,12.8,7/2/19,41.8,7/26/19,84,15.2,0.015,NA,NA,NA,NA,45.15723263,49.26354702,41.37921282,35.86987404
P3G4O6,PEAME,F,15.63283,OCME-PEAME,ME,N,44.29059,12 to 28,4/27/19,71,8.8,2.650228054,0.000301162,6/14/19,71,9.6,6.223196711,0.00064825,71,8.8,5/3/19,34.37,71,9.6,7/3/19,41.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R2G5G6,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,12 to 28,4/27/19,71,7.8,1.949144291,0.00024989,6/27/19,72,7.6,1.735718983,228.3840767,71,7.8,5/3/19,34.14,72,7.6,7/11/19,41.26,7/30/19,73,8.4,0.009,NA,NA,NA,NA,30.52025873,21.2637087,12.2815927,9.665891628
G1O2P5,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,12 to 28,4/27/19,62,5,2.104769817,0.000420954,6/27/19,64,5.9,1.645867759,278.9606371,62,5,5/3/19,34.86,64,5.9,7/11/19,41.48,7/30/19,69,6.4,0.007,NA,NA,NA,NA,22.67199639,17.57206442,8.037444707,7.031850205
P2O3O4,OCME,F,18.06903,OCME-PEAME,ME,N,44.421147,12 to 28,4/27/19,85,13.8,3.404909831,0.000246733,6/27/19,82,11.6,1.945988826,167.7576574,85,13.8,5/3/19,34.14,82,11.6,7/11/19,41.7,7/30/19,85,15.1,0.013,NA,NA,NA,NA,53.01199539,28.11378469,26.19977025,19.20119289
G2O3G6,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,12 to 28,4/27/19,70,6.5,1.762291859,0.000271122,6/27/19,68,6.3,1.547076773,245.5677418,70,6.5,5/3/19,32.73,68,6.3,7/11/19,41.31,7/30/19,73,7.5,0.01,NA,NA,NA,NA,31.3064883,19.67564483,15.87330782,9.031408526
R3P4R6,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,12 to 28,4/27/19,71,6.9,2.1297509,0.00030866,6/14/19,75,7.9,5.283546668,0.000668803,71,6.9,5/3/19,32.96,75,7.9,7/3/19,40.83,7/29/19,76,8.9,0.011,NA,NA,NA,NA,38.92805125,27.48950403,16.89792505,20.43071479
O1P4O6,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,12 to 28,5/1/19,64,5.5,1.582337043,287.6976442,6/14/19,62,6.2,5.92283253,0.000955296,64,5.5,5/8/19,34.14,62,6.2,7/3/19,41.27,7/29/19,66,7.6,0.008,NA,NA,NA,NA,21.93779011,19.98392539,14.83780576,14.8223364
G3R4O6,PENME,M,21.35523,PENME-DIME,ME,N,44.4663861,12 to 28,5/1/19,67,7,1.644376744,234.9109635,6/13/19,71,8.3,3.862929265,0.000465413,67,7,5/8/19,33.8,71,8.3,7/2/19,41.3,7/26/19,75,9.8,0.012,NA,NA,NA,NA,38.17687864,29.79342082,17.57068739,11.86568805
O2G3O5,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,12 to 28,5/1/19,73,9.3,1.438238046,154.6492523,6/13/19,76,10.3,5.860240021,0.000568955,73,9.3,5/8/19,35.1,76,10.3,7/2/19,41.69,7/26/19,82,14,0.019,NA,NA,NA,NA,55.43978247,51.20340009,34.66859117,42.96750749
P2R4O5,EHMA,M,19.31422,RVMA-EHMA,MA,N,41.82633,12 to 28,5/1/19,56,4.3,1.479258897,344.0136969,6/14/19,59,5.2,4.929900731,0.000948058,56,4.3,5/8/19,34.6,59,5.2,7/3/19,41.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R1R2G4,OCME,F,18.06903,OCME-PEAME,ME,N,44.421147,12 to 28,5/1/19,60,5.4,1.682634972,311.5990688,NA,NA,NA,NA,NA,60,5.4,5/8/19,33.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O2G4G6,EHMA,M,19.31422,RVMA-EHMA,MA,N,41.82633,12 to 28,5/1/19,57,4.3,1.298523422,301.9821911,6/14/19,59,5.3,3.470531647,0.000654817,57,4.3,5/8/19,33.72,59,5.3,7/3/19,41.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R2R3O6,EHMA,M,19.31422,RVMA-EHMA,MA,N,41.82633,12 to 28,5/1/19,56,3.7,1.297400784,350.6488605,6/27/19,62,5.3,1.979664403,373.5215855,56,3.7,5/8/19,34.17,62,5.3,7/11/19,41.42,7/30/19,67,7.3,0.008,NA,NA,NA,NA,29.62209071,22.31513316,12.55740746,5.452437916
O1G2O5,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,12 to 28,5/1/19,61,5.5,1.789475411,325.3591656,6/27/19,64,10.1,2.025410753,200.5357181,61,5.5,5/8/19,34.62,64,10.1,7/11/19,41.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R2R3R4,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,12 to 28,5/1/19,56,3.9,1.547932429,396.9057511,6/27/19,60,5,1.546554474,309.3108947,56,3.9,5/8/19,34.65,60,5,7/11/19,41.55,7/30/19,66,6.4,0.008,NA,NA,NA,NA,28.38260761,17.19306879,11.50493435,5.710651042
G2R4O6,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,12 to 28,5/1/19,61,5.2,1.321656577,254.1647264,6/13/19,63,5.7,6.28333508,0.001102339,61,5.2,5/8/19,33.54,63,5.7,7/3/19,40.9,7/26/19,64,6.2,0.008,NA,NA,NA,NA,46.28869245,29.46688267,10.79898259,7.413175731
P2R4P5,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,12 to 28,5/1/19,67,6.5,1.62932768,250.6657969,6/13/19,67,6.6,3.767968321,0.000570904,67,6.5,5/8/19,33.86,67,6.6,7/3/19,41.31,7/29/19,70,7.6,0.007,NA,NA,NA,NA,27.40491385,17.81990206,11.84893544,16.21159177
P2G3O4,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,12 to 28,5/1/19,67,9.3,1.519019314,163.3354101,NA,NA,NA,NA,NA,67,9.3,5/8/19,34.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R4R5P6,PEAME,F,15.63283,OCME-PEAME,ME,N,44.29059,12 to 28,5/1/19,69,8.9,1.549422356,174.0923996,6/13/19,70,10.3,6.468657584,0.000628025,69,8.9,5/8/19,34.09,70,10.3,7/2/19,41.16,7/26/19,73,10.1,0.007,NA,NA,NA,NA,47.56817896,36.02320248,20.40298887,16.21936171
O2G3O4,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,12 to 28,5/1/19,62,5.9,1.434836274,243.1925889,6/27/19,70,8.1,1.917685577,236.7513058,62,5.9,5/8/19,35.04,70,8.1,7/11/19,41.78,7/30/19,73,9.8,0.013,NA,NA,NA,NA,41.47077036,23.13273325,19.72062611,13.91224198
G1O4G5,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,12 to 28,5/1/19,65,5.7,1.705472228,299.2056541,6/13/19,69,6.7,5.078902763,0.000758045,65,5.7,5/8/19,35.19,NA,NA,NA,NA,7/26/19,76,11.5,0.008,NA,NA,NA,NA,45.94681124,19.86866128,25.70359147,29.19091862
P2R3O5,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,12 to 28,5/1/19,65,6.3,1.348153697,213.9926504,6/13/19,67,6.5,1.989897855,0.000306138,65,6.3,5/8/19,33.74,67,6.5,7/2/19,41.88,7/26/19,72,7.9,0.01,NA,NA,NA,NA,43.60753491,35.03013264,19.81722042,18.35430131
G2O3G5,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,12 to 28,5/1/19,66,6.5,1.67805948,258.162997,6/13/19,62,6.5,5.908438449,0.000908991,66,6.5,5/8/19,33.86,62,6.5,7/3/19,41.38,7/26/19,72,8.3,0.009,NA,NA,NA,NA,44.51786684,41.13905252,32.35813808,25.46772529
G1G3R6,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,12 to 28,5/1/19,63,6.1,1.59026696,260.6995017,6/27/19,68,7.9,1.583745462,200.4741092,63,6.1,5/8/19,35.21,68,7.9,7/11/19,42.08,7/30/19,75,10.1,0.014,NA,NA,NA,NA,47.04616241,23.57177902,17.64807517,12.77373425
O1P3P4,OCME,F,18.06903,OCME-PEAME,ME,N,44.421147,12 to 28,5/1/19,71,8.5,1.397718314,164.4374487,6/13/19,66,5,1.998685966,0.000399737,71,8.5,5/8/19,33.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G1R2P5,NOC,M,27.10122,NJ,NJ,S,39.87,12 to 28,3/21/19,72,6.2,2.276732806,367.2149687,6/5/19,70,7.1,3.690232728,519.7510885,75,7.5,3/28/19,36.6,70,7.1,6/21/19,42.68,6/28/19,71,8,0.007,NA,NA,NA,NA,41.97886674,34.09264669,19.66127361,12.4385951
G1R4P6,OCE,M,30.57388,NJ,NJ,S,39.81,12 to 28,3/21/19,78,8.8,2.140488756,243.2373586,5/30/19,71,10.9,2.827998618,259.4494145,78,8.8,4/3/19,36.4,71,10.9,6/19/19,42.51,6/26/19,76,12,0.011,NA,NA,NA,NA,46.78227274,31.8823504,34.16070316,19.32346534
G2G3R5,NOC,F,27.10122,NJ,NJ,S,39.87,12 to 28,3/21/19,80,10,1.950754036,195.0754036,5/30/19,70,10.5,2.468312819,235.0774114,80,10,4/3/19,36,70,10.5,6/19/19,42.37,6/26/19,76,12,0.007,NA,NA,NA,NA,32.23384529,21.08191473,22.6334337,7.834364822
G2O4G6,NOC,M,27.10122,NJ,NJ,S,39.87,12 to 28,3/21/19,72,5.8,1.603597987,276.4824115,6/4/19,67,8.5,3.678938214,432.8162605,72,5.8,3/28/19,36.1,67,8.5,6/20/19,42.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G2P4G5,SOC,F,27.17952,NJ,NJ,S,39.78,12 to 28,3/21/19,90,12.8,1.622288046,126.7412536,5/30/19,82,15.2,5.556808758,365.5795236,90,12.8,4/3/19,36.3,82,15.2,6/19/19,42.48,6/26/19,85,15.1,0.014,NA,NA,NA,NA,61.53887724,42.56742616,40.48079483,25.24571469
G4G5R6,NOC,M,27.10122,NJ,NJ,S,39.87,12 to 28,3/21/19,75,7.5,1.566653147,208.8870862,5/30/19,73,10.4,3.575923976,343.8388438,75,7.5,4/3/19,36.4,73,10.4,6/19/19,42.38,6/26/19,81,13.2,0.011,NA,NA,NA,NA,41.16192716,34.20187529,26.55621318,9.555873606
O1G3O6,NOC,F,27.10122,NJ,NJ,S,39.87,12 to 28,3/21/19,77,8.4,1.400107498,166.679464,6/5/19,62,9.2,4.304951888,467.929553,77,8.4,4/3/19,35.9,62,9.2,6/21/19,42.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O1O2R5,NOC,F,27.10122,NJ,NJ,S,39.87,12 to 28,3/21/19,81,9,1.993549344,221.5054827,5/30/19,74,9.7,3.801622422,391.9198373,81,9,3/28/19,35.5,74,9.7,6/19/19,42.66,6/26/19,77,11.1,0.014,NA,NA,NA,NA,46.26439482,29.91230365,28.017668,8.236858092
O2O4R5,NOC,F,27.10122,NJ,NJ,S,39.87,12 to 28,3/21/19,85,10.6,2.03207848,191.7055169,6/5/19,74,11.2,6.382583324,569.8735111,85,10.6,3/28/19,36.5,74,11.2,6/21/19,42.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P1G2R3,SOC,M,27.17952,NJ,NJ,S,39.78,12 to 28,3/21/19,75,7.3,2.467920725,338.0713323,5/30/19,72,9.6,4.799970749,499.9969531,75,7.3,4/3/19,35.7,72,9.6,6/19/19,42.6,6/26/19,77,11.2,0.014,NA,NA,NA,NA,52.93929634,35.10975847,29.01309281,14.72697659
P1G4G5,NOC,F,27.10122,NJ,NJ,S,39.87,12 to 28,3/21/19,91,13.8,2.740096715,198.557733,NA,NA,NA,NA,NA,91,13.8,3/28/19,36.3,79,14.4,6/21/19,42.6,6/28/19,81,16,0.014,NA,NA,NA,NA,48.50186563,39.04044851,28.37847122,15.64751056
P2O4G5,SOC,F,27.17952,NJ,NJ,S,39.78,12 to 28,3/21/19,75,7.5,2.922063512,389.6084682,6/5/19,71,9.6,4.074517678,424.4289248,75,7.5,3/28/19,36,71,9.6,6/21/19,42.57,6/28/19,71,10.8,0.009,NA,NA,NA,NA,46.21561771,25.13403136,22.78629037,12.89584516
R1G2P4,NOC,F,27.10122,NJ,NJ,S,39.87,12 to 28,3/21/19,80,9.2,2.059430695,223.8511624,5/30/19,68,10.5,4.05496584,386.1872229,80,9.2,3/28/19,35.9,68,10.5,6/19/19,42.28,6/26/19,70,9.7,0.012,NA,NA,NA,NA,45.30001888,16.34162483,32.80001933,19.38482602
R1G3R5,SOC,M,27.17952,NJ,NJ,S,39.78,12 to 28,3/21/19,78,8.3,1.468820133,176.9662811,NA,NA,NA,NA,NA,78,8.3,4/3/19,35,72,11.2,6/19/19,42.42,6/26/19,79,12.2,0.013,NA,NA,NA,NA,50.63701338,37.712644,40.56535257,23.87824103
R1O2P6,SOC,F,27.17952,NJ,NJ,S,39.78,12 to 28,3/21/19,94,16.4,3.395664493,207.052713,6/5/19,80,16.4,6.7325876,410.5236342,94,16.4,3/28/19,36.1,80,16.4,6/21/19,42.66,6/28/19,84,19.1,0.021,NA,NA,NA,NA,84.54722034,52.56140248,54.07390745,43.93015278
R3G5O6,OCE,M,30.57388,NJ,NJ,S,39.81,12 to 28,3/21/19,73,6.4,3.218408133,502.8762707,5/30/19,73,9,2.615324286,290.5915874,73,6.4,3/28/19,35.6,73,9,6/19/19,42.06,6/26/19,75,10.8,0.011,NA,NA,NA,NA,41.36851279,27.4624966,25.48697021,10.7986295
R3R5R6,SOC,M,27.17952,NJ,NJ,S,39.78,12 to 28,3/21/19,83,9.5,1.508669839,158.8073515,6/4/19,73,11.2,3.845140928,343.3161543,83,9.5,3/28/19,35.4,73,11.2,6/20/19,42.2,6/27/19,78,12.7,0.01,NA,NA,NA,NA,50.26663076,43.23118995,32.46707846,23.59892897
G1O2G6,OCE,F,30.57388,NJ,NJ,S,39.81,12 to 28,4/2/19,74,9.1,2.054763362,225.7981716,6/4/19,65,8.6,3.750369434,436.0894691,NA,NA,NA,NA,65,8.6,6/20/19,42.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O1R2G5,OCE,M,30.57388,NJ,NJ,S,39.81,12 to 28,4/2/19,75,7.1,2.134547271,300.6404607,6/4/19,68,8.9,4.022226638,451.9355773,75,7.1,4/9/19,36.8,68,8.9,6/20/19,42.49,6/27/19,71,9.5,0.011,NA,NA,NA,NA,34.08229259,26.45321486,23.83114105,9.752747071
O2G5R6,OCE,M,30.57388,NJ,NJ,S,39.81,12 to 28,4/2/19,70,6.5,1.991800899,306.4309075,6/4/19,64,7.7,3.674841161,477.2520988,70,6.5,4/9/19,35.7,64,7.7,6/20/19,42.49,6/27/19,66,8.5,0.007,NA,NA,NA,NA,32.31629168,21.54864792,13.20237674,NA
O2R5R6,OCE,M,30.57388,NJ,NJ,S,39.81,12 to 28,4/2/19,75,7.2,2.803372956,389.357355,6/5/19,65,8.3,4.087850364,492.512092,75,7.2,4/9/19,36.4,65,8.3,6/21/19,42.06,6/28/19,67,9.1,0.009,NA,NA,NA,NA,39.49171636,43.19043799,19.45932701,21.37463412
O3G5R6,SOC,F,27.17952,NJ,NJ,S,39.78,12 to 28,4/2/19,81,10,3.574111298,357.4111298,6/4/19,72,12.2,3.211196707,263.2128448,81,10,4/9/19,36.6,72,12.2,6/20/19,42.79,6/27/19,82,13.4,0.012,NA,NA,NA,NA,83.08785268,31.74627003,22.30045954,11.9934885
O3O4G5,SOC,M,27.17952,NJ,NJ,S,39.78,12 to 28,4/2/19,89,11.9,2.81040283,236.168305,6/4/19,78,13,5.020075295,386.159638,89,11.9,4/9/19,35.4,78,13,6/20/19,42.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O4O5R6,OCE,F,30.57388,NJ,NJ,S,39.81,12 to 28,4/2/19,95,15.9,3.458119806,217.4918117,6/5/19,84,15.7,5.566058249,354.5260031,95,15.9,4/9/19,36.4,84,15.7,6/21/19,42.35,6/28/19,86,15.5,0.02,NA,NA,NA,NA,61.91235077,47.207017,39.88696967,31.1358075
P1G5O6,SOC,F,27.17952,NJ,NJ,S,39.78,12 to 28,4/2/19,85,13.7,3.119926852,227.731887,6/5/19,72,11.8,4.560230577,386.4602184,85,13.7,4/9/19,35.8,NA,11,6/21/19,42.28,6/28/19,75,12.2,0.012,NA,NA,NA,NA,44.82732605,35.59343637,25.59139909,22.06167535
P1R3R5,OCE,F,30.57388,NJ,NJ,S,39.81,12 to 28,4/2/19,90,13.2,0.959753145,72.7085716,6/4/19,75,12,6.786195631,565.5163026,90,13.2,4/9/19,36.3,75,12,6/20/19,42.52,6/27/19,78,12.1,0.014,NA,NA,NA,NA,63.30751832,NA,37.88975518,24.63707615
P2R4G5,OCE,F,30.57388,NJ,NJ,S,39.81,12 to 28,4/2/19,82,10.6,3.123603701,294.6795944,6/4/19,72,11,4.176369543,379.6699584,82,10.6,4/9/19,35.5,72,11,6/20/19,42.4,6/27/19,78,11.8,0.013,NA,NA,NA,NA,40.86334983,32.67528473,33.99211324,26.64345124
R1R2R6,OCE,F,30.57388,NJ,NJ,S,39.81,12 to 28,4/2/19,75,7.6,1.866182283,245.5503004,5/30/19,68,8.7,3.096071549,355.870293,75,7.6,4/9/19,36.3,68,8.7,6/19/19,42.55,6/26/19,70,9.4,0.01,NA,NA,NA,NA,42.71285358,11.12215167,32.13833918,17.76778393
R1R3G6,OCE,M,30.57388,NJ,NJ,S,39.81,12 to 28,4/2/19,75,7.3,1.732613606,237.3443295,6/4/19,69,9.8,4.360143028,444.9125539,75,7.3,4/9/19,36.5,69,9.8,6/20/19,42.4,6/27/19,76,10.7,0.011,NA,NA,NA,NA,40.09142754,34.60974988,25.89656465,18.60311802
R1R5P6,SOC,M,27.17952,NJ,NJ,S,39.78,12 to 28,4/2/19,87,11.4,2.741538199,240.485807,6/4/19,76,12.3,4.878670213,396.6398547,87,11.4,4/9/19,35.4,76,12.3,6/20/19,42.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R2O3O5,SOC,M,27.17952,NJ,NJ,S,39.78,12 to 28,4/2/19,74,7.6,1.740044479,228.9532209,6/4/19,67,8.5,2.656835267,312.568855,74,7.6,4/9/19,36.2,67,8.5,6/20/19,42.12,6/27/19,70,8.8,0.006,NA,NA,NA,NA,33.67053794,20.68004996,15.06607702,2.806099406
