FishID,pop,sex,habitat_temp,pair,state,subgroup,latitude,accl_order,wam_date12,wam_length12,wam_mass12,tenth_perc_MO2_mg_hr12,tenth_perc_MO2_mg_hr_kg12,wam_date28,wam_length28,wam_mass28,tenth_perc_MO2_mg_hr28,tenth_perc_MO2_mg_hr_kg28,ctmax_length12,ctmax_mass12,ctmax_date12,ctmax12,ctmax_length28,ctmax_mass28,ctmax_date28,ctmax28,cam_date,cam_length,cam_mass,heart_mass,Glucose_MR_pmol_s12,FA_MR_pmol_s12,LKA_MR_pmol_s12,Endogenous_MR_pmol_s12,Glucose_MR_pmol_s28,FA_MR_pmol_s28,LKA_MR_pmol_s28,Endogenous_MR_pmol_s28
R2P4O5,OCE,M,30.57388,NJ,NJ,S,39.81,12 to 28,4/2/19,76,8.6,2.228479346,259.1255054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G1O3G6,PENME,M,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,6/18/19,70,7.4,1.12023651,151.3833122,4/10/19,68,6.7,5.161849223,0.000770425,70,7.4,7/8/19,36.07,68,6.7,5/13/19,40.86,8/1/19,72,8.6,0.012,48.19348694,17.78570936,24.679854,22.7015271,NA,NA,NA,NA
R3P4G5,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,6/18/19,78,11.1,1.629317026,146.7853176,4/23/19,76,11.8,5.009367657,0.000424523,78,11.1,7/8/19,34.79,76,11.8,4/30/19,41.27,8/1/19,80,12.4,0.016,49.30874449,36.35002291,29.92629821,27.89982072,NA,NA,NA,NA
O2R3G6,DIME,F,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,6/18/19,80,11.1,1.283602612,115.639875,4/25/19,75,11.2,6.311772045,0.000563551,80,11.1,7/8/19,35.19,75,11.2,5/2/19,41.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P3O5G6,PEAME,F,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,6/18/19,68,7.7,1.165039035,151.3037707,4/23/19,69,7.8,4.164083708,0.000533857,68,7.7,7/8/19,35.8,69,7.8,4/30/19,41.51,7/31/19,72,8.7,0.015,28.10649898,21.94088834,20.9849104,18.66762668,NA,NA,NA,NA
G1P2O3,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,6/18/19,68,7,1.186002355,169.4289079,4/25/19,67,6.6,4.963909096,0.000752107,68,7,7/8/19,36.49,67,6.6,5/2/19,40.96,7/31/19,69,7.8,0.01,21.23973348,7.020798633,25.21599482,17.53555906,NA,NA,NA,NA
G2R3G6,RVMA,F,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,6/18/19,65,7.1,1.397436119,196.8219886,4/28/19,65,6.7,3.832629558,0.000572034,65,7.1,7/8/19,35.89,NA,NA,NA,NA,8/1/19,71,8.3,0.012,46.80688425,30.95574299,26.63483193,25.60754988,NA,NA,NA,NA
P1O3G4,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,6/18/19,73,8.9,1.3100426,147.1957977,4/25/19,71,9.1,7.474865093,0.000821414,73,8.9,7/8/19,35.86,71,9.1,5/2/19,41.63,7/31/19,75,9.5,0.014,37.04039966,29.21436437,28.41230909,28.42804757,NA,NA,NA,NA
G1O4P5,OCME,F,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,6/18/19,80,10.7,1.289857428,120.5474232,4/10/19,77,10.7,8.992999,0.000840467,80,10.7,7/8/19,35.3,77,10.7,5/13/19,41.31,8/1/19,83,11.7,0.019,41.68375607,28.93861126,28.76310344,31.91219742,NA,NA,NA,NA
O1G2G3,PENME,M,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,6/18/19,70,8,1.250471008,156.308876,4/10/19,69,7,6.840879593,0.000977269,70,8,7/8/19,34.47,69,7,5/13/19,41.31,7/31/19,74,9.5,0.012,24.52739144,24.52666259,20.13731051,8.619399241,NA,NA,NA,NA
O2O5R6,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,6/18/19,64,6,1.171539226,195.2565377,4/23/19,62,5.5,2.569642649,0.000467208,64,6,7/8/19,36.21,62,5.5,5/2/19,41.64,7/31/19,65,6.4,0.01,22.1682966,15.18582831,18.69351596,16.81818564,NA,NA,NA,NA
G2O3O6,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,6/18/19,71,6.6,1.156450359,175.2197513,4/10/19,65,5.6,3.810659597,0.000680475,71,6.6,7/9/19,36.46,65,5.6,5/13/19,41.12,8/1/19,71,7.1,0.008,28.59551062,19.74276615,14.63635176,20.33559675,NA,NA,NA,NA
G1G2R4,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,6/18/19,68,6.2,1.096839569,176.9096078,4/25/19,66,6.1,5.326249223,0.000873156,68,6.2,7/8/19,36.28,66,6.1,5/2/19,41.45,7/31/19,67,7.1,0.01,20.42313793,21.7892409,22.07998715,23.36292271,NA,NA,NA,NA
P1G3O5,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,6/18/19,66,5.5,1.13850369,207.0006708,4/25/19,62,5.4,4.15251567,0.000768984,66,5.5,7/8/19,36.12,62,5.4,5/2/19,41.44,7/31/19,65,6.8,0.007,22.17045817,23.25445918,25.90995712,24.60062045,NA,NA,NA,NA
G1O4O5,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,6/18/19,78,11.8,1.532979221,129.9134933,4/10/19,76,9.4,6.581540284,0.000700164,78,11.8,7/8/19,35.39,76,9.4,5/13/19,41.12,7/31/19,83,14.1,0.017,39.08905485,32.71423438,34.23481421,36.93699215,NA,NA,NA,NA
P4G5G6,EHMA,M,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,6/18/19,82,13.3,1.531812915,115.1739034,4/25/19,80,13.4,7.4744554,0.000557795,82,13.3,7/8/19,37.5,80,13.4,5/2/19,42.07,8/1/19,82,14,0.023,53.21677017,47.53106626,32.14849813,33.81277976,NA,NA,NA,NA
R2G5O6,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,6/18/19,81,10,1.250869332,125.0869332,4/25/19,74,11.4,6.414339688,0.000562661,81,10,7/8/19,35.5,74,11.4,5/2/19,41.22,8/1/19,82,10.6,0.016,31.55551834,24.1073455,16.31400706,29.05559639,NA,NA,NA,NA
R1G3P6,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,6/18/19,72,7.6,1.295648605,170.4800795,4/28/19,72,7.1,3.493087132,0.000491984,72,7.6,7/8/19,36.09,72,7.1,5/13/19,41.18,7/31/19,79,8.6,0.011,36.59335364,19.30668646,19.83670894,17.66834001,NA,NA,NA,NA
R3G5P6,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,6/19/19,86,15.5,1.522521097,98.22716753,4/25/19,85,15.6,7.261143503,0.000465458,86,15.5,7/9/19,37.2,85,15.6,5/2/19,41.96,8/1/19,90,16.7,0.026,66.61081457,34.78527077,42.66829684,42.05451358,NA,NA,NA,NA
G1O3R4,DIME,F,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,6/19/19,83,11.8,1.277881559,108.2950474,4/25/19,80,13.2,6.448929243,0.000488555,83,11.8,7/9/19,37.1,80,13.2,5/2/19,40.73,8/1/19,86,12.9,0.016,51.54531771,30.43791042,30.7779431,24.77273007,NA,NA,NA,NA
R2O5G6,DIME,F,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,6/19/19,94,15,1.310856728,87.3904485,4/25/19,92,16.1,7.431420523,0.000461579,94,15,7/8/19,36.78,92,16.1,5/2/19,41.6,8/1/19,92,17.4,0.029,70.95574228,35.52415554,36.60944887,37.64881107,NA,NA,NA,NA
G2P3P4,PEAME,F,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,6/19/19,75,8.1,1.121382069,138.4422307,4/25/19,71,8.1,4.341456906,0.000535982,75,8.1,7/8/19,37.46,71,8.1,5/2/19,41.45,7/31/19,77,8.9,0.01,24.67806154,22.03049584,24.95103844,23.90844249,NA,NA,NA,NA
G3G5G6,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,6/19/19,71,7,1.109793391,158.5419131,4/23/19,68,6.7,4.811156208,0.000718083,71,7,7/8/19,36.78,68,6.7,4/30/19,41.13,7/31/19,72,7.5,0.013,27.17092555,20.09707703,22.58642699,14.83118895,NA,NA,NA,NA
O1R2G3,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,6/19/19,57,6.5,1.222127803,188.019662,NA,NA,NA,NA,NA,57,6.5,7/8/19,36.55,NA,NA,NA,NA,7/31/19,63,7.5,0.008,26.12804271,21.48441863,21.22318854,22.48262168,NA,NA,NA,NA
P3G5R6,OCME,F,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,6/19/19,75,9.8,1.475975041,150.6096981,4/10/19,73,9.5,6.843994891,0.000720421,75,9.8,7/8/19,34.96,73,9.5,5/13/19,41.21,7/31/19,76,10.9,0.012,41.30766954,27.6526081,28.0390773,28.02225028,NA,NA,NA,NA
R1G4R6,RVMA,F,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,6/19/19,81,11.8,1.643758713,139.3015858,4/10/19,78,11.8,8.68873899,0.000736334,81,11.8,7/8/19,36.86,78,11.8,5/13/19,41.96,8/1/19,81,12.8,0.018,58.67513908,38.40385897,33.75284424,32.0496879,NA,NA,NA,NA
G1O2P6,PEAME,F,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,6/19/19,72,7.4,1.094080792,147.8487557,4/25/19,67,7.9,4.020391915,0.00050891,72,7.4,7/8/19,36.33,67,7.9,5/2/19,41.74,7/31/19,75,8.9,0.011,27.40706591,18.91285648,25.19487593,24.56088694,NA,NA,NA,NA
O2R5P6,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,6/19/19,55,3.6,0.925277352,257.0214866,NA,NA,NA,NA,NA,55,3.6,7/9/19,33.75,NA,NA,NA,NA,8/1/19,59,4,0.008,24.21108201,17.06641366,14.05416303,13.34478585,NA,NA,NA,NA
O1G5R6,EHMA,M,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,6/19/19,75,9.5,1.34130752,141.1902653,4/28/19,67,8.2,6.40695122,0.000781336,75,9.5,7/9/19,36.83,67,8.2,5/13/19,41.62,8/1/19,73,11,0.015,40.57768932,32.20901284,25.19355694,23.33514014,NA,NA,NA,NA
G2O4P5,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,6/19/19,69,6.4,1.195395365,186.7805257,4/28/19,66,6.7,4.886483017,0.000729326,69,6.4,7/8/19,36.55,NA,NA,NA,NA,7/31/19,69,7.1,0.012,26.64523145,25.67380378,28.40972998,28.26936742,NA,NA,NA,NA
R4R5G6,RVMA,F,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,6/19/19,82,14.4,1.60739942,111.6249597,4/28/19,76,14.9,6.642726162,0.000445821,82,14.4,7/8/19,37.07,76,14.9,5/10/19,41.61,7/31/19,84,17.3,0.029,62.86867128,42.37556331,NA,44.96570705,NA,NA,NA,NA
O2P4G5,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,6/19/19,75,10.5,1.442484265,137.3794538,4/23/19,72,10.1,4.903482114,0.000485493,75,10.5,7/9/19,36.19,72,10.1,4/30/19,41.57,8/1/19,76,11.3,0.023,32.81755679,29.77477987,25.03473668,26.70835642,NA,NA,NA,NA
G3G4O5,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,6/19/19,65,6.3,1.142949983,181.4206322,4/28/19,63,6.2,3.881845506,0.000626104,65,6.3,7/8/19,34.85,63,6.2,5/13/19,41.29,7/31/19,66,7,0.012,30.54136861,12.41681165,22.46444129,19.35921768,NA,NA,NA,NA
G1G3G6,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,6/19/19,79,8.7,1.289387347,148.2054421,4/10/19,74,7.5,5.848118439,0.000779749,79,8.7,7/9/19,35.22,74,7.5,5/13/19,41.09,8/1/19,78,9.6,0.014,38.36444131,23.62766022,30.1950041,29.68115482,NA,NA,NA,NA
O1O5G6,DIME,F,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,6/19/19,61,5,1.09586511,219.1730221,4/28/19,61,5,5.44200311,0.001088401,61,5,7/9/19,35.75,NA,NA,NA,NA,8/1/19,66,5.6,0.01,26.90467254,11.65278205,13.32335649,14.0514439,NA,NA,NA,NA
O2O3G4,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,6/19/19,70,6.3,1.182643627,187.7212106,4/23/19,66,5.7,2.874790677,0.000504349,70,6.3,7/8/19,36.59,66,5.7,4/30/19,41.25,7/31/19,71,7.4,0.012,26.37426788,16.72042975,23.54476412,23.89261206,NA,NA,NA,NA
P2O4R6,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,6/20/19,73,9.1,1.233407494,135.539285,4/23/19,76,8.6,5.256732696,0.000611248,73,9.1,7/9/19,35.27,76,8.6,4/30/19,40.73,8/5/19,77,9.5,0.019,36.16412066,24.24838168,22.55332909,22.44142366,NA,NA,NA,NA
G3P4G5,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,6/20/19,79,10.9,1.26894792,116.4172403,4/23/19,72,9,3.526813002,0.000391868,79,10.9,7/9/19,36.86,72,9,4/30/19,41.49,8/5/19,82,11,0.014,38.44513251,NA,26.57445085,24.45604646,NA,NA,NA,NA
G1G2G4,RVMA,F,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,6/20/19,76,11.6,1.338949497,115.4266808,4/23/19,68,9.1,4.372169337,0.000480458,76,11.6,7/9/19,35.42,68,9.1,4/30/19,41.93,8/5/19,76,11.5,0.012,35.6828465,20.21590802,18.5610743,25.52717711,NA,NA,NA,NA
P1P2R4,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,6/20/19,68,8.2,1.29450143,157.8660281,4/10/19,67,8.3,6.545608688,0.000788628,68,8.2,7/9/19,36.97,67,8.3,5/13/19,41.43,8/5/19,71,9.3,0.012,32.45854583,23.62735778,19.44645428,19.01155209,NA,NA,NA,NA
P2R3G6,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,6/20/19,77,9.5,1.290768369,135.8703546,4/25/19,73,9,4.666587128,0.00051851,77,9.5,7/9/19,36.21,73,9,5/2/19,41.05,8/5/19,78,10.8,0.013,34.13308452,39.63247184,23.60039077,22.40281071,NA,NA,NA,NA
O1P2G5,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,6/20/19,59,4.9,1.218855673,248.7460558,NA,NA,NA,NA,NA,59,4.9,7/9/19,36.13,NA,NA,NA,NA,8/5/19,61,5.4,0.007,16.53681446,10.83112014,7.764410512,9.422911796,NA,NA,NA,NA
O1R5P6,PEAME,F,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,6/20/19,71,8.5,1.240087317,145.8926255,4/25/19,69,8.3,5.527154724,0.000665922,71,8.5,7/9/19,34.79,69,8.3,5/2/19,41.37,8/5/19,74,7.1,0.013,29.66268739,9.73335482,20.62637031,11.56412634,NA,NA,NA,NA
P4G5R6,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,6/20/19,65,5.6,1.216181808,217.1753229,4/10/19,62,5,4.132116018,0.000826423,65,5.6,7/9/19,35.43,62,5,5/13/19,41.14,8/5/19,66,6.3,0.007,17.5651061,7.290534129,12.97681478,11.10932513,NA,NA,NA,NA
G1G2P3,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,6/20/19,67,7.6,1.233870868,162.35143,4/28/19,65,5.9,2.881582192,0.000488404,67,7.6,7/9/19,35.04,65,5.9,5/13/19,41.45,8/5/19,70,7.7,0.011,33.04534616,12.06120237,19.04216858,16.80320348,NA,NA,NA,NA
O1R2O5,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,6/20/19,74,9.8,1.255493102,128.1115411,4/10/19,74,10.5,8.981107789,0.000855344,74,9.8,7/9/19,35.84,74,10.5,5/13/19,41.29,8/5/19,76,10.6,0.013,39.75742691,23.55271612,17.10704454,19.86221555,NA,NA,NA,NA
P2G4G5,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,6/20/19,70,8.1,1.08064143,133.4125222,4/23/19,66,7.4,3.371001334,0.000455541,70,8.1,7/9/19,36.57,66,7.4,4/30/19,41.34,8/5/19,72,8.2,0.013,28.42144159,5.226575876,20.40860139,16.39274929,NA,NA,NA,NA
O2R5O6,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,6/20/19,63,4.8,1.175245466,244.8428054,4/23/19,63,4.7,2.375104426,0.000505341,63,4.8,7/9/19,36.8,63,4.7,4/30/19,41.25,8/1/19,61,6,0.007,22.09043941,17.83781587,15.11565335,14.58949505,NA,NA,NA,NA
G2G3G4,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,6/20/19,72,8.9,1.387996945,155.954713,4/23/19,70,8.9,4.506076559,0.000506301,72,8.9,7/9/19,36.64,70,8.9,4/30/19,41.71,8/5/19,75,10,0.013,34.09906508,NA,19.92938192,17.5831457,NA,NA,NA,NA
P1O4G5,PEAME,F,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,6/20/19,72,8.9,1.346395903,151.2804385,4/25/19,70,10.6,5.85158998,0.000552037,72,8.9,7/9/19,36.21,70,10.6,5/2/19,41.51,8/5/19,76,9.5,0.011,26.45778907,24.11603974,20.48313598,15.95551739,NA,NA,NA,NA
P1P2G5,EHMA,M,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,6/20/19,71,8.2,1.146323448,139.7955425,4/28/19,66,7.2,4.328280457,0.00060115,71,8.2,7/9/19,36.1,66,7.2,5/13/19,41.06,8/5/19,74,9.6,0.01,30.97303026,21.80359887,19.96348932,18.47114905,NA,NA,NA,NA
R1R3P5,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,6/20/19,59,4.1,1.037743572,253.1081883,4/10/19,58,3.4,3.426528777,0.001007803,59,4.1,7/9/19,36.21,58,3.4,5/13/19,41.51,8/5/19,66,4.6,0.01,17.92442861,13.60734217,9.715712251,10.74796761,NA,NA,NA,NA
G2P3R5,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,6/20/19,66,6.3,1.26977526,201.5516286,4/23/19,63,5.9,3.422130475,0.000580022,66,6.3,7/9/19,36.3,63,5.9,4/30/19,41.81,8/5/19,61,7.1,0.008,28.6876804,NA,20.37797945,16.5267256,NA,NA,NA,NA
G1O2G5,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,6/20/19,66,6.2,1.174970868,189.5114303,4/23/19,63,6.3,3.576962255,0.000567772,66,6.2,7/9/19,35.76,63,6.3,4/30/19,41.12,8/5/19,68,7.1,0.006,31.0163648,30.57368777,12.22275778,12.91098372,NA,NA,NA,NA
R1O5O6,EHMA,M,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,6/20/19,60,4.8,0.950476644,198.0159675,NA,NA,NA,NA,NA,60,4.8,7/9/19,36.05,NA,NA,NA,NA,8/5/19,62,5.3,0.006,22.82663802,NA,14.33719947,11.9319979,NA,NA,NA,NA
G2G3R6,OCME,F,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,6/20/19,59,4.5,1.161007717,258.001715,4/25/19,56,4.1,3.725823523,0.000908737,59,4.5,7/9/19,36.11,56,4.1,4/30/19,41.33,8/5/19,61,5,0.007,18.2269469,NA,8.128986679,9.277332149,NA,NA,NA,NA
O1G4P6,PEAME,F,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,6/21/19,74,8,1.169200969,146.1501212,5/2/19,61,5.1,2.72597136,534.5041883,74,8,7/10/19,34.46,61,5.1,5/9/19,41.3,8/6/19,75,9.3,0.015,41.42421164,NA,28.71389917,23.83486844,NA,NA,NA,NA
R3R5O6,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,6/21/19,80,10.5,1.498268249,142.6922142,4/30/19,76,9,4.615428971,0.000512825,80,10.5,7/10/19,34.04,76,9,5/6/19,41.03,8/7/19,80,11.9,0.02,37.5617468,25.73494431,NA,NA,NA,NA,NA,NA
O2G3P5,PEAME,F,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,6/21/19,72,9.5,1.561421248,164.3601313,5/2/19,71,8.5,2.466679262,290.1975602,72,9.5,7/10/19,35.65,71,8.5,5/9/19,41.43,8/6/19,74,10.3,0.011,36.11022482,33.88144681,51.87396023,27.62687585,NA,NA,NA,NA
R2O3P4,OCME,F,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,6/21/19,67,8.1,1.308608652,161.5566238,4/30/19,66,6,3.511390799,0.000585232,67,8.1,7/10/19,35.45,66,6,5/6/19,41.62,8/6/19,71,8.3,0.011,26.24245744,NA,26.76971346,19.53951949,NA,NA,NA,NA
R2P4R6,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,6/21/19,63,5.8,1.065425644,183.6940765,5/3/19,64,5.1,2.116283717,414.9575915,63,5.8,7/10/19,35.19,64,5.1,5/10/19,41.35,8/6/19,64,5.6,0.007,23.91733667,21.76863132,20.68898338,3.882462658,NA,NA,NA,NA
G1R3O5,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,6/21/19,80,13.6,1.658689594,121.9624702,5/2/19,80,12.3,2.070225671,168.3110301,80,13.6,7/10/19,36.2,80,12.3,5/9/19,41.46,8/6/19,70,14.2,0.025,45.13861364,NA,47.6091696,40.75838219,NA,NA,NA,NA
G1O4R6,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,6/21/19,75,10,1.573902499,157.3902499,5/3/19,77,11.6,3.041006544,262.1557366,75,10,7/10/19,35.31,77,11.6,5/10/19,41.25,8/7/19,78,11.2,0.019,39.8676325,31.88595511,30.615026,NA,NA,NA,NA,NA
G1G3P5,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,6/21/19,67,6.9,1.383537915,200.5127413,5/3/19,65,6.2,2.590891587,417.8857399,67,6.9,7/10/19,35.07,65,6.2,5/10/19,41.48,8/6/19,71,7.7,0.012,60.55050714,36.98962694,31.66584032,25.0840475,NA,NA,NA,NA
